James Averhart,Democratic,Alabama,1,JAverhart2020,Campaign
Phyllis Harvey-Hall,Democratic,Alabama,2,PhyllisDHHall,Campaign
Adia Winfrey,Democratic,Alabama,3,drdia,Campaign
Rick Neighbors,Democratic,Alabama,4,VoteNeighbors,Campaign
Alyse Galvin,Independent,Alaska,1,AlyseGalvin,Campaign
Oreta Tufuga Mapu Crichton,Democratic,American Samoa,1,None,None
Meleagi Suitonu-Chapman,Democratic,American Samoa,1,ladyofthereef,Personal
Tiffany Shedd,Republican,Arizona,1,Tiffany_Shedd,Campaign
Daniel Wood,Republican,Arizona,3,DWood4Congress,Campaign
Delina DiSanto,Democratic,Arizona,4,delina4az,Campaign
Joan Greene,Democratic,Arizona,5,joangreeneaz,Campaign
Hiral Tipirneni,Democratic,Arizona,6,hiral4congress,Campaign
Michael Muscato,Democratic,Arizona,8,michael_muscato,Campaign
Dave Giles,Republican,Arizona,9,VoteGiles,Campaign
Josh Barnett,Republican,Arizona,7,BarnettforAZ,Campaign
Brandon Martin,Republican,Arizona,2,None,None
Joyce Elliott,Democratic,Arkansas,2,xjelliott,Campaign
Celeste Williams,Democratic,Arkansas,3,CelesteforAR,Campaign
Michael Kalagias,Libertarian,Arkansas,3,KalagiasforUS,Campaign
William Hanson,Democratic,Arkansas,4,WilliamHansonAR,Campaign
Frank Gilbert,Libertarian,Arkansas,4,None,None
Audrey Denney,Democratic,California,1,audrey4congress,Campaign
Tamika Hamilton,Republican,California,3,TamikaGHamilton,Campaign
Brynne Kennedy,Democratic,California,4,BrynneSpeak,Campaign
Chris Bish,Republican,California,6,BishForCongress,Campaign
Buzz Patterson,Republican,California,7,BuzzPatterson,Campaign
Ted Howze,Republican,California,10,Ted_Howze,Campaign
Nisha Sharma,Republican,California,11,UsaNisha,Campaign
Shahid Buttar,Democratic,California,12,ShahidForChange,Campaign
Nikka Piterman,Republican,California,13,NikkaGOP,Campaign
Ran Petel,Republican,California,14,petel4congress,Campaign
Alison Hayden,Republican,California,15,Alison4Congress,Campaign
Kevin Cookingham,Republican,California,16,KevCookingham,Campaign
Ritesh Tandon,Republican,California,17,tandon4congress,Campaign
Rishi Kumar,Democratic,California,18,rishikumar1,Campaign
Justin Aguilera,Republican,California,19,JoinJustin19,Campaign
Jeff Gorman,Republican,California,20,JeffGormanMRY,Campaign
TJ Cox,Democratic,California,21,TJCoxCongress,Campaign
Phil Arballo,Democratic,California,22,philarballo,Campaign
Kim Mangone,Democratic,California,23,kimmangone,Campaign
Andy Caldwell,Republican,California,24,Caldwell_CA24,Campaign
Christy Smith,politician,California,25,christysmithca,Campaign
Johnny Nalbandian,Republican,California,27,Johnny_Congress,Campaign
Eric Early,Republican,California,28,EricEarly_CA,Campaign
Mark Reed,Republican,California,30,MarkReed1776,Campaign
Agnes Gibboney,Republican,California,31,agnes_gibboney,Campaign
Joshua Scott,Republican,California,32,joshuascottca32,Campaign
David Kim,Democratic,California,34,DavidKimForCA,Campaign
Mike Cargile,Republican,California,35,CargileFor,Campaign
Erin Cruz,Republican,California,36,RealErinCruz,Campaign
Errol Webber,Republican,California,37,ErrolWebber,Campaign
Michael Tolar,Democratic,California,38,MichaelTolar6,Campaign
Gil Cisneros,Democratic,California,39,GilCisnerosCA,Campaign
Antonio Delgado,Republican,California,40,cAntonioDelgado,Campaign
Aja Smith,Republican,California,41,AjaforCongress,Campaign
Joe Collins,Republican,California,43,joeecollins3,Campaign
James Waters,Republican,California,46,watersfor,Campaign
John Briscoe,Republican,California,47,johnfbriscoe,Campaign
Harley Rouda,Democratic,California,48,HarleyRouda,Campaign
Brian Maryott,Republican,California,49,brianlmaryott,Campaign
Ammar Campa-Najjar,Democratic,California,50,ACampaNajjar,Campaign
Juan Hidalgo,Republican,California,51,HidalgoCongress,Campaign
Jim DeBello,Republican,California,52,DeBelloCongress,Campaign
Georgette Gómez,Democratic,California,53,SDGeorgette,Campaign
Chris Bubser,Democratic,California,8,bubser4congress,Campaign
Ronda Kennedy,Republican,California,26,ronda4congress,Campaign
Angélica Dueñas,Democratic,California,29,Angelica4CA,Campaign
Liam O'Mara,Democratic,California,42,LiamOMaraIV,Campaign
Scott Giblin,Republican,California,5,None,None
Tony Amador,Republican,California,9,None,None
James Bradley,Republican,California,33,None,None
Analilia Joya,Democratic,California,44,None,None
Dale Mensing,Republican,California,2,MensingDale,Personal
Greg Raths,Republican,California,45,GregRaths,Personal
Shane Bolling,Republican,Colorado,1,Shane4Co,Campaign
Diane Mitsch Bush,Democratic,Colorado,3,RepDMB,Campaign
Critter Milton,Unity,Colorado,3,CritterMilton,Campaign
Jillian Freeland,Democratic,Colorado,5,FreelandCO5,Campaign
Rebecca Keltie,Unity,Colorado,5,Keltie4Congress,Campaign
Steve House,Republican,Colorado,6,House4CO,Campaign
Jaimie Kulikowski,Unity,Colorado,6,JaimieKulikows1,Campaign
Casper Stockham,Republican,Colorado,7,Casper4Colorado,Campaign
Ken Biles,Libertarian,Colorado,7,Ken4Colorado,Campaign
Paul N. Fiorino,Unity,Colorado,1,votefiorino,Campaign
Charles Winn,Republican,Colorado,2,DrCharlieWinn,Campaign
Ike McCorkle,Democratic,Colorado,4,ike4co,Campaign
John Ryan Keil,Libertarian,Colorado,3,None,None
Jan Kok,Approval Voting,Colorado,1,None,None
Thom Atkinson,Libertarian,Colorado,2,None,None
Bruce Griffith,Libertarian,Colorado,4,None,None
Laura Ireland,Unity,Colorado,4,None,None
Marcus Murphy,Independent,Colorado,5,None,None
Norm Olsen,Libertarian,Colorado,6,None,None
David Olszta,Unity,Colorado,7,None,None
Kyle Furey,Libertarian,Colorado,1,kylefurey,Personal
Gary Swing,Unity,Colorado,2,swinggary,Personal
Ed Duffett,Libertarian,Colorado,5,eduffett,Personal
Mary Fay,Republican,Connecticut,1,Fay4Congress,Campaign
Cassandra Martineau,Green,Connecticut,2,CassCongress,Campaign
Margaret Streicker,Republican,Connecticut,3,ForStreicker,Campaign
Justin Paglino,Green,Connecticut,3,justin4all2,Campaign
Jonathan Riddle,Republican,Connecticut,4,riddlecongress,Campaign
Thomas McCormick,Green,Connecticut,1,None,None
Justin Anderson,Republican,Connecticut,2,None,None
Daniel Reale,Libertarian,Connecticut,2,None,None
Brian Merlen,Independent,Connecticut,4,None,None
David Sullivan,Republican,Connecticut,5,None,None
Bruce Walczak,Independent,Connecticut,5,None,None
Lee Murphy,Republican,Delaware,1,goMurph2020,Campaign
Catherine Purcell,[[Independent Party of Delaware|Independent]],Delaware,1,Catheri45538542,Campaign
David Rogers,Libertarian,Delaware,1,None,None
Amir Lowery,Independent,District of Columbia,1,princelowery,Campaign
David Krucoff,Independent,District of Columbia,1,dkrucoff,Campaign
Natale Lino Stracuzzi,DC Statehood Green,District of Columbia,1,StracuzziLino,Campaign
Patrick Hynes,Libertarian,District of Columbia,1,None,None
Barbara Washington Franklin,Independent,District of Columbia,1,None,None
Omari Musa,Socialist Workers,District of Columbia,1,None,None
John Cheeks,Independent,District of Columbia,1,None,None
Phil Ehr,Democratic,Florida,1,PhilEhr,Campaign
Albert Oram,Independent,Florida,1,RealMaverickUSA,Campaign
Adam Christensen,Democratic,Florida,3,AC4Congress2020,Campaign
Donna Deegan,Democratic,Florida,4,DonnaDeegan,Campaign
Gary Adler,Republican,Florida,5,ElectAdler,Campaign
Clint Curtis,Democratic,Florida,6,Clint4congress,Campaign
William Garlington,Independent,Florida,7,billgarlington,Campaign
Jim Kennedy,Democratic,Florida,8,JK4Florida,Campaign
Vennia Francois,Republican,Florida,10,Vennia4Congress,Campaign
Dana Cottrell,Democratic,Florida,11,DanaforCongress,Campaign
Kimberly Walker,Democratic,Florida,12,kw4congress,Campaign
Anna Paulina Luna,Republican,Florida,13,VoteAPL,Campaign
Christine Quinn,Republican,Florida,14,ElectQuinn,Campaign
Alan Cohn,Democratic,Florida,15,AlanMCohn,Campaign
Margaret Good,Democratic,Florida,16,GoodforFlorida,Campaign
Allen Ellison,Democratic,Florida,17,AllenLEllison,Campaign
Pam Keith,Democratic,Florida,18,PamKeithFL,Campaign
Cindy Banyai,Democratic,Florida,19,SWFLmom2020,Campaign
Greg Musselwhite,Republican,Florida,20,GregMusselwhit3,Campaign
Charleston Malkemus,Independent,Florida,21,votecharleston,Campaign
Carla Spalding,Republican,Florida,23,carla_spalding,Campaign
Lavern Spicer,Republican,Florida,24,lavern_spicer,Campaign
Debbie Mucarsel-Powell,Democratic,Florida,26,DebbieforFL,Campaign
Donna Shalala,Democratic,Florida,27,DonnaShalala,Campaign
Leo Valentín,Republican,Florida,7,drleovalentin,Campaign
K. W. Miller,Independent,Florida,18,KwCongressional,Campaign
Jim Pruden,Republican,Florida,22,Jimprudenforco1,Campaign
Christine Olivo,Independent,Florida,24,Christinefor24,Campaign
Kim O'Connor,write-in,Florida,2,None,None
Bill Olson,Republican,Florida,9,None,None
Theodore Murray,Independent,Florida,17,None,None
Laura Loomer,Republican,Florida,21,None,None
Joyce Griggs,Democratic,Georgia,1,joycegriggs2020,Campaign
Val Almonord,Democratic,Georgia,3,valforcongress3,Campaign
Johsie Cruz,Republican,Georgia,4,JohsieC,Campaign
Angela Stanton-King,Republican,Georgia,5,theangiestanton,Campaign
Karen Handel,Republican,Georgia,6,karenhandel,Campaign
Rich McCormick,Republican,Georgia,7,RichforGA,Campaign
Devin Pandy,Democratic,Georgia,9,DevinPandy,Campaign
Tabitha Johnson-Green,Democratic,Georgia,10,TJG4GA,Campaign
Dana Barrett,Democratic,Georgia,11,TheDanaBarrett,Campaign
Liz Johnson,Democratic,Georgia,12,lizjohnsonforus,Campaign
Becky Hites,Republican,Georgia,13,Hites4Congress,Campaign
Kevin Van Ausdal,Democratic,Georgia,14,KevinVanAusdal,Campaign
Don Cole,Republican,Georgia,2,DonCole4Cong,Campaign
Lindsay Holliday,Democratic,Georgia,8,None,None
Robert A. Underwood|Robert Underwood,Democratic,Guam,1,None,None
Ron Curtis,Republican,Hawaii,1,rcurtis808,Campaign
Joe Akana,Republican,Hawaii,2,Joe_Akana,Campaign
Jonathan Hoomanawanui,Aloha Aina,Hawaii,2,JHoomanawanui,Campaign
Michelle Tippens,Libertarian,Hawaii,2,None,None
Ron Burrus,Independent,Hawaii,2,None,None
John Giuffre,American Shopping,Hawaii,2,None,None
Rudy Soto,Democratic,Idaho,1,Rudy4Congress,Campaign
C. Aaron Swisher,Democratic,Idaho,2,SwisherforIdaho,Campaign
Idaho Sierra Law,Libertarian,Idaho,2,Congress4_IDLaw,Campaign
Joe Evans,Libertarian,Idaho,1,None,None
Pro-Life,politician,Idaho,2,None,None
Philanise White,Republican,Illinois,1,Philaniseforco1,Campaign
Theresa Raborn,Republican,Illinois,2,Raborn4Congress,Campaign
Mike Fricilone,Republican,Illinois,3,FriciloneMike,Campaign
Jesus Solorio,Republican,Illinois,4,jesussoloriojr,Campaign
Thomas Wilda,Green,Illinois,5,TomWilda2020,Campaign
Jeanne Ives,Republican,Illinois,6,JeanneIves,Campaign
Bill Redpath,Libertarian,Illinois,6,BillRedpath2020,Campaign
Craig Cameron,Republican,Illinois,7,CraigCameron07,Campaign
Tracy Jennings,Independent,Illinois,7,TracyJenningsIL,Campaign
Preston Nelson,Libertarian,Illinois,8,Preston4Congres,Campaign
Sargis Sangari,Republican,Illinois,9,VoteSangari,Campaign
Rick Laib,Republican,Illinois,11,RickLaibfor11,Campaign
Jim Oberweis,Republican,Illinois,14,JimOberweis,Campaign
Erika Weaver,Democratic,Illinois,15,Weaver4Illinois,Campaign
Dani Brzozowski,Democratic,Illinois,16,DaniForCongress,Campaign
Esther Joy King,Republican,Illinois,17,esther4congress,Campaign
George Petrilli,Democratic,Illinois,18,GeorgePetrilli,Campaign
Valerie Mukherjee,Republican,Illinois,10,ValforCongress,Campaign
Raymond Lenzi,Democratic,Illinois,12,Lenzi4Congress,Campaign
Betsy Dirksen Londrigan,Democratic,Illinois,13,BetsyforIL,Campaign
Tommy Hanson,Republican,Illinois,5,None,None
Pat Hackett,Democratic,Indiana,2,HackettCongress,Campaign
Chip Coldiron,Democratic,Indiana,3,Chip4Congress,Campaign
Joe Mackey,Democratic,Indiana,4,joe4hoosiers,Campaign
Christina Hale,Democratic,Indiana,5,HaleIndy,Campaign
Jeannine Lee Lake,Democratic,Indiana,6,JeannineLeeLake,Campaign
Tom Ferkinhoff,Libertarian,Indiana,6,FerkieCPA,Campaign
Susan Marie Smith,Republican,Indiana,7,susanfor7th,Campaign
James Rodenberger,Libertarian,Indiana,8,jdrodenberger,Campaign
Andy Ruff,Democratic,Indiana,9,AndyRuffIN9,Campaign
Kenneth Tucker,Libertarian,Indiana,5,aguyfromindiana,Campaign
E. Thomasina Marsili,Democratic,Indiana,8,Hope_IN8,Campaign
Mark Leyva,Republican,Indiana,1,None,None
Michael Strauss,Libertarian,Indiana,1,None,None
Tonya Millis,Libertarian,Indiana,9,None,None
Abby Finkenauer,Democratic,Iowa,1,Abby4Iowa,Campaign
Rita Hart,Democratic,Iowa,2,RitaHartIA,Campaign
David Young,Iowa politician,Iowa,3,YoungForIowa,Campaign
J. D. Scholten,Democratic,Iowa,4,JDScholten,Campaign
Bryan Holder,Libertarian,Iowa,3,None,None
Kali Barnett,Democratic,Kansas,1,KaliforKansas,Campaign
Michelle De La Isla,Democratic,Kansas,2,Michelle4Kansas,Campaign
Amanda Adkins,politician,Kansas,3,amanda_adkins,Campaign
Steve Hohe,Libertarian,Kansas,3,stevehoheks,Campaign
Laura Lombard,Democratic,Kansas,4,LauraforKansas,Campaign
Robert Garrard,Libertarian,Kansas,2,None,None
James Rhodes,Democratic,Kentucky,1,Rhodes4Congress,Campaign
Hank Linderman,Democratic,Kentucky,2,hank4ky,Campaign
Robert Lee Perry,Libertarian,Kentucky,2,Perry4Ky,Campaign
Alexandra Owensby,Democratic,Kentucky,4,AMOwensby,Campaign
Josh Hicks,Democratic,Kentucky,6,joshhicksky,Campaign
Matthew Best,Democratic,Kentucky,5,BestforKY,Campaign
Lewis Carter,Populist,Kentucky,2,None,None
Rhonda Palazzo,Republican,Kentucky,3,None,None
Frank Harris,Libertarian,Kentucky,6,None,None
Lee Ann Dugas,Democratic,Louisiana,1,LeeDugas2001,Campaign
Howard Kearney,Libertarian,Louisiana,1,HowardKearney,Campaign
Colby James,Independent,Louisiana,2,colbyFor2ndDist,Campaign
Braylon Harris,Democratic,Louisiana,3,Harris4US2020,Campaign
Rob Anderson,Democratic,Louisiana,3,RobAnderson2018,Campaign
Brandon Leleux,Libertarian,Louisiana,3,brandon_leleux,Campaign
Kenny Houston,Democratic,Louisiana,4,KennyHoustonCD4,Campaign
Ryan Trundle,Democratic,Louisiana,4,ryantrundleCD4,Campaign
Lance Harris,Republican,Louisiana,5,RepLanceHarris,Campaign
Dartanyon Williams,Democratic,Louisiana,6,daw4us,Campaign
Shannon Sloan,Libertarian,Louisiana,6,ElectSloan,Campaign
Richard Torregano,Independent,Louisiana,6,RichTorregano,Campaign
David Schilling,Republican,Louisiana,2,None,None
Glenn Harris,Democratic,Louisiana,2,None,None
Sheldon Vincent,Republican,Louisiana,2,None,None
Belden Batiste,Independent,Louisiana,2,None,None
Ben Gibson,Republican,Louisiana,4,None,None
Jay Allen,Republican,Maine,1,AllenCongress,Campaign
Dale J. Crafts|Dale Crafts,Republican,Maine,2,None,None
Mia Mason,Democratic,Maryland,1,Mia4MD,Campaign
Johnny Ray Salling,Republican,Maryland,2,J_R_Salling,Campaign
Charles Anthony,Republican,Maryland,3,Charles4MD,Campaign
George McDermott,Republican,Maryland,4,GeorgeMcDermot3,Campaign
Chris Palombi,Republican,Maryland,5,ChrisPalombi,Campaign
Neil Parrott,Republican,Maryland,6,neilparrott,Campaign
George Gluck,Green,Maryland,6,Gluck4Congress,Campaign
Kimberly Klacik,Republican,Maryland,7,kimKBaltimore,Campaign
Gregory Coll,Republican,Maryland,8,CollforCongress,Campaign
Tracy Lovvorn,Republican,Massachusetts,2,Tracy4Congress,Campaign
Julie Hall,Republican,Massachusetts,4,Hall4CongressMA,Campaign
Caroline Colarusso,Republican,Massachusetts,5,CarolineforCon1,Campaign
John Paul Moran,Republican,Massachusetts,6,JohnPaul4Mass,Campaign
Helen Brady,Republican,Massachusetts,9,HelenBradyMA9,Campaign
Jonathan Lott,Healthcare Environment Stability,Massachusetts,8,MrJonLott,Campaign
"Roy Owens, Sr.",Independent,Massachusetts,7,None,None
Michael Manley,Coach Team America,Massachusetts,9,None,None
Bryan Berghoef,Democratic,Michigan,2,pubtheologian,Campaign
Jean-Michel Creviere,Green,Michigan,2,2020Creviere,Campaign
Hillary Scholten,Democratic,Michigan,3,HillaryScholten,Campaign
Jerry Hilliard,Democratic,Michigan,4,HilliardForCong,Campaign
David Canny,Libertarian,Michigan,4,DavidCanny4con,Campaign
Amy Slepr,Green,Michigan,4,AmySlepr,Campaign
Tim Kelly,Michigan politician,Michigan,5,timothykelly,Campaign
Jon Hoadley,Democratic,Michigan,6,jonhoadley,Campaign
Jeff DePoy,Libertarian,Michigan,6,Jeff_for_6th,Campaign
Gretchen Driskell,Democratic,Michigan,7,gdriskell,Campaign
Paul Junge,Republican,Michigan,8,VotePaulJunge,Campaign
Joe Hartman,Libertarian,Michigan,8,realJoeHartman,Campaign
Charles Langworthy,Republican,Michigan,9,LangworthyUS9th,Campaign
Kimberly Bizon,Democratic,Michigan,10,electbizon2020,Campaign
Eric Esshaki,Republican,Michigan,11,EsshakiCongress,Campaign
Jeff Jones,Republican,Michigan,12,Vote_JeffJones,Campaign
David Dudenhoefer,Republican,Michigan,13,Dude4Liberty,Campaign
Lisa Lane Gioia,Libertarian,Michigan,14,lisaforliberty,Campaign
Dana Ferguson,Democratic,Michigan,1,FergusonforMI1,Campaign
Gerald Van Sickle,U.S. Taxpayers,Michigan,2,None,None
Ben Boren,Libertarian,Michigan,1,None,None
Max Riekse,Libertarian,Michigan,2,None,None
Kathy Goodwin,Working Class,Michigan,5,None,None
James Harris,Libertarian,Michigan,5,None,None
John Lawrence,Green,Michigan,6,None,None
Andrea Kirby,Working Class,Michigan,9,None,None
Mike Saliba,Libertarian,Michigan,9,None,None
Leonard Schwartz,Libertarian,Michigan,11,None,None
Gary Walkowicz,Working Class,Michigan,12,None,None
Sam Johnson,Working Class,Michigan,13,None,None
D. Etta Wilcoxon,Green,Michigan,13,None,None
Robert Patrick,Republican,Michigan,14,None,None
Philip Kolody,Working Class,Michigan,14,None,None
Clyde Shabazz,Green,Michigan,14,None,None
Articia Bomer,U.S. Taxpayers,Michigan,13,ArticiaBomer,Personal
Dan Feehan,politician,Minnesota,1,danielfeehan,Campaign
Bill Rood,Legalize Cannabis,Minnesota,1,Antirepublocrat,Campaign
Tyler Kistner,Republican,Minnesota,2,KistnerCongress,Campaign
Adam Weeks,deceased,Minnesota,2,weeks2020,Campaign
Kendall Qualls,Republican,Minnesota,3,KendallQuallsMN,Campaign
Lacy Johnson,Republican,Minnesota,5,LacyJohnsonMN,Campaign
Tawnja Zahradka,Democratic,Minnesota,6,Tawnja4Congress,Campaign
Collin Peterson,Democratic,Minnesota,7,collincpeterson,Campaign
Rae Hart Anderson,Legalize Cannabis,Minnesota,7,GodisHere2day4U,Campaign
Quinn Nystrom,Democratic,Minnesota,8,QuinnNystrom,Campaign
Susan Sindt,Legalize Cannabis,Minnesota,4,None,None
Gene Rechtzigel,Republican,Minnesota,4,None,None
Michael Moore,Legal Marijuana,Minnesota,5,None,None
Slater Johnson,Legal Marijuana,Minnesota,7,None,None
Judith Schwartzbacker,Legalize Cannabis,Minnesota,8,None,None
Antonia Eliason,Democratic,Mississippi,1,Antonia4MS1,Campaign
Dot Benford,Democratic,Mississippi,3,None,None
Brian Flowers,Republican,Mississippi,2,None,None
Anthony Rogers,Republican,Missouri,1,MrAnthonyRogers,Campaign
Alex Furman,Libertarian,Missouri,1,alexforus,Campaign
Jill Schupp,Democratic,Missouri,2,JillSchupp,Campaign
Martin Schulte,Libertarian,Missouri,2,mvschulte,Campaign
Lindsey Simmons,Democratic,Missouri,4,LynzforCongress,Campaign
Ryan Derks,Republican,Missouri,5,thisisderks,Campaign
Robin Dominick,Libertarian,Missouri,5,RobinRD4MO,Campaign
Teresa Montseny,Democratic,Missouri,7,montsenyt,Campaign
Kathy Ellis,Democratic,Missouri,8,ellis4congress,Campaign
Tom Schmitz,Libertarian,Missouri,8,TomSchmitzEsq,Campaign
Gena L. Ross,Democratic,Missouri,6,GenaRossforMO6,Campaign
Leonard J. Steinman II,Libertarian,Missouri,3,None,None
Steven K. Koonse,Libertarian,Missouri,4,None,None
Megan Rezabek,Democratic,Missouri,3,None,None
Jim Higgins,Libertarian,Missouri,6,None,None
Kevin Craig,Libertarian,Missouri,7,None,None
Kathleen Williams,politician,Montana,1,WilliamsForMT,Campaign
Kate Bolz,Democratic,Nebraska,1,katejbolz,Campaign
Dennis Grace,Libertarian,Nebraska,1,thedennisgrace,Campaign
Mark Elworth,Democratic,Nebraska,3,MarkElworthJr,Campaign
Kara H. Eastman|Kara Eastman,Democratic,Nebraska,2,None,None
